date,subscribers
2017-01-01,161595
2017-01-02,161595
2017-01-03,161595
2017-01-04,161595
2017-01-05,161596
2017-01-06,161596
2017-01-07,161596
2017-01-08,161596
2017-01-09,161596
2017-01-10,161596
2017-01-11,161596
2017-01-12,161596
2017-01-13,161596
2017-01-14,161596
2017-01-15,161596
2017-01-16,161596
2017-01-17,161596
2017-01-18,161596
2017-01-19,161596
2017-01-20,161596
2017-01-21,161596
2017-01-22,161596
2017-01-23,161596
2017-01-24,161596
2017-01-25,161596
2017-01-26,161596
2017-01-27,161596
2017-01-28,161596
2017-01-29,161596
2017-01-30,161596
2017-01-31,161596
2017-02-01,161596
2017-02-02,161596
2017-02-03,161596
2017-02-04,161596
2017-02-05,161596
2017-02-06,161596
2017-02-07,161596
2017-02-08,161596
2017-02-09,161596
2017-02-10,161596
2017-02-11,161596
2017-02-12,161596
2017-02-13,161596
2017-02-14,161596
2017-02-15,161596
2017-02-16,161596
2017-02-17,161596
2017-02-18,161596
2017-02-19,161596
2017-02-20,161596
2017-02-21,161596
2017-02-22,161596
2017-02-23,161596
2017-02-24,161596
2017-02-25,161596
2017-02-26,161597
2017-02-27,161597
2017-02-28,161597
2017-03-01,161597
2017-03-02,161597
2017-03-03,161597
2017-03-04,161597
2017-03-05,161597
2017-03-06,161597
2017-03-07,161598
2017-03-08,161598
2017-03-09,161598
2017-03-10,161598
2017-03-11,161598
2017-03-12,161598
2017-03-13,161598
2017-03-14,161598
2017-03-15,161598
2017-03-16,161598
2017-03-17,161598
2017-03-18,161598
2017-03-19,161598
2017-03-20,161598
2017-03-21,161598
2017-03-22,161598
2017-03-23,161598
2017-03-24,161598
2017-03-25,161598
2017-03-26,161598
2017-03-27,161598
2017-03-28,161598
2017-03-29,161598
2017-03-30,161598
2017-03-31,161598
2017-04-01,161598
2017-04-02,161598
2017-04-03,161598
2017-04-04,161598
2017-04-05,161598
2017-04-06,161598
2017-04-07,161598
2017-04-08,161598
2017-04-09,161598
2017-04-10,161598
2017-04-11,161598
2017-04-12,161597
2017-04-13,161597
2017-04-14,161597
2017-04-15,161597
2017-04-16,161597
2017-04-17,161597
2017-04-18,161597
2017-04-19,161597
2017-04-20,161597
2017-04-21,161597
2017-04-22,161597
2017-04-23,161597
2017-04-24,161597
2017-04-25,161597
2017-04-26,161597
2017-04-27,161597
2017-04-28,161597
2017-04-29,161597
2017-04-30,161597
2017-05-01,161597
2017-05-02,161597
2017-05-03,161597
2017-05-04,161597
2017-05-05,161597
2017-05-06,161597
2017-05-07,161597
2017-05-08,161597
2017-05-09,161597
2017-05-10,161597
2017-05-11,161597
2017-05-12,161597
2017-05-13,161597
2017-05-14,161597
2017-05-15,161597
2017-05-16,161597
2017-05-17,161597
2017-05-18,161597
2017-05-19,161597
2017-05-20,161597
2017-05-21,161597
2017-05-22,161597
2017-05-23,161597
2017-05-24,161597
2017-05-25,161597
2017-05-26,161597
2017-05-27,161597
2017-05-28,161597
2017-05-29,161597
2017-05-30,161597
2017-05-31,161597
2017-06-01,161597
2017-06-02,161597
2017-06-03,161598
2017-06-04,161598
2017-06-05,161598
2017-06-06,161598
2017-06-07,161598
2017-06-08,161598
2017-06-09,161598
2017-06-10,161598
2017-06-11,161598
2017-06-12,161598
2017-06-13,161598
2017-06-14,161598
2017-06-15,161598
2017-06-16,161598
2017-06-17,161598
2017-06-18,161598
2017-06-19,161598
2017-06-20,161598
2017-06-21,161598
2017-06-22,161598
2017-06-23,161598
2017-06-24,161598
2017-06-25,161598
2017-06-26,161598
2017-06-27,161598
2017-06-28,161598
2017-06-29,161598
2017-06-30,161598
2017-07-01,161598
2017-07-02,161598
2017-07-03,161598
2017-07-04,161598
2017-07-05,161598
2017-07-06,161598
2017-07-07,161598
2017-07-08,161598
2017-07-09,161598
2017-07-10,161598
2017-07-11,161597
2017-07-12,161597
2017-07-13,161597
2017-07-14,161597
2017-07-15,161597
2017-07-16,161597
2017-07-17,161597
2017-07-18,161597
2017-07-19,161597
2017-07-20,161597
2017-07-21,161597
2017-07-22,161597
2017-07-23,161597
2017-07-24,161597
2017-07-25,161597
2017-07-26,161597
2017-07-27,161597
2017-07-28,161597
2017-07-29,161597
2017-07-30,161597
2017-07-31,161597
2017-08-01,161597
2017-08-02,161597
2017-08-03,161597
2017-08-04,161597
2017-08-05,161597
2017-08-06,161597
2017-08-07,161597
2017-08-08,161597
2017-08-09,161597
2017-08-10,161597
2017-08-11,161597
2017-08-12,161597
2017-08-13,161597
2017-08-14,161597
2017-08-15,161597
2017-08-16,161597
2017-08-17,161597
2017-08-18,161597
2017-08-19,161597
2017-08-20,161597
2017-08-21,161597
2017-08-22,161597
2017-08-23,161597
2017-08-24,161597
2017-08-25,161597
2017-08-26,161597
2017-08-27,161597
2017-08-28,161597
2017-08-29,161597
2017-08-30,161597
2017-08-31,161597
2017-09-01,161597
2017-09-02,161597
2017-09-03,161597
2017-09-04,161597
2017-09-05,161597
2017-09-06,161597
2017-09-07,161597
2017-09-08,161597
2017-09-09,161597
2017-09-10,161597
2017-09-11,161597
2017-09-12,161597
2017-09-13,161597
2017-09-14,161597
2017-09-15,161597
2017-09-16,161597
2017-09-17,161597
2017-09-18,161597
2017-09-19,161597
2017-09-20,161597
2017-09-21,161597
2017-09-22,161597
2017-09-23,161597
2017-09-24,161597
2017-09-25,161597
2017-09-26,161597
2017-09-27,161597
2017-09-28,161597
2017-09-29,161597
2017-09-30,161597
2017-10-01,161597
2017-10-02,161597
2017-10-03,161597
2017-10-04,161597
2017-10-05,161597
2017-10-06,161597
2017-10-07,161597
2017-10-08,161597
2017-10-09,161597
2017-10-10,161597
2017-10-11,161597
2017-10-12,161597
2017-10-13,161597
2017-10-14,161597
2017-10-15,161597
2017-10-16,161597
2017-10-17,161597
2017-10-18,161597
2017-10-19,161597
2017-10-20,161597
2017-10-21,161597
2017-10-22,161597
2017-10-23,161597
2017-10-24,161597
2017-10-25,161597
2017-10-26,161597
2017-10-27,161597
2017-10-28,161597
2017-10-29,161597
2017-10-30,161597
2017-10-31,161597
2017-11-01,161597
2017-11-02,161597
2017-11-03,161597
2017-11-04,161597
2017-11-05,161597
2017-11-06,161597
2017-11-07,161597
2017-11-08,161597
2017-11-09,161597
2017-11-10,161597
2017-11-11,161597
2017-11-12,161597
2017-11-13,161597
2017-11-14,161597
2017-11-15,161597
2017-11-16,161597
2017-11-17,161597
2017-11-18,161597
2017-11-19,161597
2017-11-20,161597
2017-11-21,161597
2017-11-22,161597
2017-11-23,161597
2017-11-24,161597
2017-11-25,161597
2017-11-26,161597
2017-11-27,161597
2017-11-28,161597
2017-11-29,161597
2017-11-30,161597
2017-12-01,161597
2017-12-02,161597
2017-12-03,161597
2017-12-04,161597
2017-12-05,161597
2017-12-06,161597
2017-12-07,161597
2017-12-08,161597
2017-12-09,161597
2017-12-10,161597
2017-12-11,161597
2017-12-12,161597
2017-12-13,161597
2017-12-14,161597
2017-12-15,161597
2017-12-16,161597
2017-12-17,161597
2017-12-18,161597
2017-12-19,161597
2017-12-20,161597
2017-12-21,161597
2017-12-22,161597
2017-12-23,161597
2017-12-24,161597
2017-12-25,161597
2017-12-26,161597
2017-12-27,161597
2017-12-28,161597
2017-12-29,161597
2017-12-30,161597
2017-12-31,161597
2018-01-01,161597
2018-01-02,161597
2018-01-03,161597
2018-01-04,161597
2018-01-05,161597
2018-01-06,161597
2018-01-07,161597
2018-01-08,161597
2018-01-09,161597
2018-01-10,161597
2018-01-11,161597
2018-01-12,161597
2018-01-13,161597
2018-01-14,161597
2018-01-15,161597
2018-01-16,161597
2018-01-17,161597
2018-01-18,161597
2018-01-19,161597
2018-01-20,161597
2018-01-21,161597
2018-01-22,161597
2018-01-23,161597
2018-01-24,161597
2018-01-25,161597
2018-01-26,161597
2018-01-27,161597
2018-01-28,161597
2018-01-29,161597
2018-01-30,161597
2018-01-31,161597
2018-02-01,161597
2018-02-02,161597
2018-02-03,161597
2018-02-04,161597
2018-02-05,161597
2018-02-06,161597
2018-02-07,161597
2018-02-08,161597
2018-02-09,161597
2018-02-10,161597
2018-02-11,161597
2018-02-12,161597
2018-02-13,161597
2018-02-14,161597
2018-02-15,161597
2018-02-16,161597
2018-02-17,161597
2018-02-18,161597
2018-02-19,161597
2018-02-20,161597
2018-02-21,161597
2018-02-22,161597
2018-02-23,161597
2018-02-24,161597
2018-02-25,161597
2018-02-26,161597
2018-02-27,161597
2018-02-28,161597
2018-03-01,161597
2018-03-02,161597
2018-03-03,161597
2018-03-04,161597
2018-03-05,161597
2018-03-06,161597
2018-03-07,161597
2018-03-08,161597
2018-03-09,161597
2018-03-10,161597
2018-03-11,161597
2018-03-12,161597
2018-03-13,161597
2018-03-14,161597
2018-03-15,161597
2018-03-16,161597
2018-03-17,161597
2018-03-18,161597
2018-03-19,161597
2018-03-20,161597
2018-03-21,161597
2018-03-22,161597
2018-03-23,161597
2018-03-24,161597
2018-03-25,161597
2018-03-26,161597
2018-03-27,161597
2018-03-28,161597
2018-03-29,161597
2018-03-30,161597
2018-03-31,161597
2018-04-01,161597
2018-04-02,161598
2018-04-03,161598
2018-04-04,161598
2018-04-05,161598
2018-04-06,161598
2018-04-07,161598
2018-04-08,161598
2018-04-09,161598
2018-04-10,161598
2018-04-11,161598
2018-04-12,161599
2018-04-13,161599
2018-04-14,161599
2018-04-15,161599
2018-04-16,161599
2018-04-17,161599
2018-04-18,161599
2018-04-19,161599
2018-04-20,161599
2018-04-21,161599
2018-04-22,161599
2018-04-23,161599
2018-04-24,161599
2018-04-25,161599
2018-04-26,161599
2018-04-27,161599
2018-04-28,161599
2018-04-29,161599
2018-04-30,161599
2018-05-01,161599
2018-05-02,161599
2018-05-03,161599
2018-05-04,161599
2018-05-05,161599
2018-05-06,161599
2018-05-07,161599
2018-05-08,161599
2018-05-09,161599
2018-05-10,161599
2018-05-11,161599
2018-05-12,161599
2018-05-13,161599
2018-05-14,161599
2018-05-15,161599
2018-05-16,161599
2018-05-17,161599
2018-05-18,161599
2018-05-19,161599
2018-05-20,161599
2018-05-21,161600
2018-05-22,161600
2018-05-23,161600
2018-05-24,161600
2018-05-25,161600
2018-05-26,161600
2018-05-27,161600
2018-05-28,161600
2018-05-29,161600
2018-05-30,161600
2018-05-31,161600
2018-06-01,161600
2018-06-02,161600
2018-06-03,161600
2018-06-04,161600
2018-06-05,161600
2018-06-06,161600
2018-06-07,161600
2018-06-08,161600
2018-06-09,161600
2018-06-10,161600
2018-06-11,161600
2018-06-12,161600
2018-06-13,161600
2018-06-14,161600
2018-06-15,161600
2018-06-16,161600
2018-06-17,161600
2018-06-18,161600
2018-06-19,161600
2018-06-20,161600
2018-06-21,161600
2018-06-22,161600
2018-06-23,161600
2018-06-24,161600
2018-06-25,161600
2018-06-26,161600
2018-06-27,161600
2018-06-28,161600
2018-06-29,161601
2018-06-30,161601
2018-07-01,161601
2018-07-02,161601
2018-07-03,161601
2018-07-04,161601
2018-07-05,161601
2018-07-06,161601
2018-07-07,161601
2018-07-08,161601
2018-07-09,161601
2018-07-10,161601
2018-07-11,161601
2018-07-12,161601
2018-07-13,161601
2018-07-14,161601
2018-07-15,161601
2018-07-16,161601
2018-07-17,161601
2018-07-18,161601
2018-07-19,161601
2018-07-20,161601
2018-07-21,161601
2018-07-22,161601
2018-07-23,161601
2018-07-24,161601
2018-07-25,161601
2018-07-26,161601
2018-07-27,161601
2018-07-28,161602
2018-07-29,161602
2018-07-30,161602
2018-07-31,161602
2018-08-01,161602
2018-08-02,161602
2018-08-03,161602
2018-08-04,161602
2018-08-05,161602
2018-08-06,161602
2018-08-07,161602
2018-08-08,161602
2018-08-09,161602
2018-08-10,161602
2018-08-11,161602
2018-08-12,161602
2018-08-13,161602
2018-08-14,161602
2018-08-15,161602
2018-08-16,161602
2018-08-17,161602
2018-08-18,161602
2018-08-19,161602
2018-08-20,161602
2018-08-21,161602
2018-08-22,161602
2018-08-23,161602
2018-08-24,161602
2018-08-25,161602
2018-08-26,161602
2018-08-27,161602
2018-08-28,161602
2018-08-29,161602
2018-08-30,161602
2018-08-31,161602
2018-09-01,161602
2018-09-02,161602
2018-09-03,161602
2018-09-04,161602
2018-09-05,161602
2018-09-06,161602
2018-09-07,161602
2018-09-08,161602
2018-09-09,161602
2018-09-10,161602
2018-09-11,161602
2018-09-12,161602
2018-09-13,161602
2018-09-14,161602
2018-09-15,161602
2018-09-16,161602
2018-09-17,161602
2018-09-18,161602
2018-09-19,161602
2018-09-20,161602
2018-09-21,161602
2018-09-22,161602
2018-09-23,161602
2018-09-24,161602
2018-09-25,161602
2018-09-26,161602
2018-09-27,161602
2018-09-28,161602
2018-09-29,161602
2018-09-30,161601
2018-10-01,161601
2018-10-02,161601
2018-10-03,161601
2018-10-04,161601
2018-10-05,161601
2018-10-06,161601
2018-10-07,161601
2018-10-08,161601
2018-10-09,161601
2018-10-10,161601
2018-10-11,161601
2018-10-12,161601
2018-10-13,161601
2018-10-14,161601
2018-10-15,161601
2018-10-16,161601
2018-10-17,161601
2018-10-18,161601
2018-10-19,161601
2018-10-20,161601
2018-10-21,161601
2018-10-22,161601
2018-10-23,161601
2018-10-24,161601
2018-10-25,161601
2018-10-26,161601
2018-10-27,161601
2018-10-28,161601
2018-10-29,161601
2018-10-30,161601
2018-10-31,161601
2018-11-01,161601
2018-11-02,161601
2018-11-03,161601
2018-11-04,161601
2018-11-05,161601
2018-11-06,161601
2018-11-07,161601
2018-11-08,161601
2018-11-09,161601
2018-11-10,161601
2018-11-11,161601
2018-11-12,161601
2018-11-13,161601
2018-11-14,161601
2018-11-15,161601
2018-11-16,161601
2018-11-17,161601
2018-11-18,161601
2018-11-19,161601
2018-11-20,161601
2018-11-21,161601
2018-11-22,161601
2018-11-23,161601
2018-11-24,161601
2018-11-25,161601
2018-11-26,161601
2018-11-27,161601
2018-11-28,161601
2018-11-29,161601
2018-11-30,161601
2018-12-01,161601
2018-12-02,161602
2018-12-03,161602
2018-12-04,161602
2018-12-05,161602
2018-12-06,161602
2018-12-07,161602
2018-12-08,161602
2018-12-09,161602
2018-12-10,161602
2018-12-11,161602
2018-12-12,161602
2018-12-13,161602
2018-12-14,161602
2018-12-15,161602
2018-12-16,161602
2018-12-17,161602
2018-12-18,161602
2018-12-19,161602
2018-12-20,161602
2018-12-21,161602
2018-12-22,161602
2018-12-23,161602
2018-12-24,161602
2018-12-25,161602
2018-12-26,161602
2018-12-27,161602
2018-12-28,161602
2018-12-29,161602
2018-12-30,161602
2018-12-31,161602
2019-01-01,161602
2019-01-02,161602
2019-01-03,161602
2019-01-04,161602
2019-01-05,161602
2019-01-06,161602
2019-01-07,161602
2019-01-08,161602
2019-01-09,161602
2019-01-10,161602
2019-01-11,161602
2019-01-12,161602
2019-01-13,161602
2019-01-14,161602
2019-01-15,161602
2019-01-16,161602
2019-01-17,161602
2019-01-18,161602
2019-01-19,161602
2019-01-20,161602
2019-01-21,161602
2019-01-22,161602
2019-01-23,161602
2019-01-24,161602
2019-01-25,161602
2019-01-26,161602
2019-01-27,161602
2019-01-28,161602
2019-01-29,161602
2019-01-30,161602
2019-01-31,161602
2019-02-01,161602
2019-02-02,161602
2019-02-03,161602
2019-02-04,161602
2019-02-05,161602
2019-02-06,161602
2019-02-07,161602
2019-02-08,161602
2019-02-09,161602
2019-02-10,161602
2019-02-11,161602
2019-02-12,161602
2019-02-13,161602
2019-02-14,161602
2019-02-15,161602
2019-02-16,161602
2019-02-17,161602
2019-02-18,161602
2019-02-19,161602
2019-02-20,161602
2019-02-21,161602
2019-02-22,161602
2019-02-23,161602
2019-02-24,161602
2019-02-25,161602
2019-02-26,161602
2019-02-27,161602
2019-02-28,161602
2019-03-01,161602
2019-03-02,161602
2019-03-03,161602
2019-03-04,161602
2019-03-05,161602
2019-03-06,161602
2019-03-07,161602
2019-03-08,161602
2019-03-09,161602
2019-03-10,161602
2019-03-11,161602
2019-03-12,161602
2019-03-13,161602
2019-03-14,161602
2019-03-15,161602
2019-03-16,161602
2019-03-17,161602
2019-03-18,161602
2019-03-19,161602
2019-03-20,161602
2019-03-21,161602
2019-03-22,161602
2019-03-23,161602
2019-03-24,161602
2019-03-25,161602
2019-03-26,161602
2019-03-27,161603
2019-03-28,161603
2019-03-29,161603
2019-03-30,161603
2019-03-31,161603
2019-04-01,161603
2019-04-02,161603
2019-04-03,161603
2019-04-04,161603
2019-04-05,161603
2019-04-06,161603
2019-04-07,161603
2019-04-08,161603
2019-04-09,161603
2019-04-10,161603
2019-04-11,161603
2019-04-12,161603
2019-04-13,161603
2019-04-14,161603
2019-04-15,161603
2019-04-16,161603
2019-04-17,161603
2019-04-18,161603
2019-04-19,161603
2019-04-20,161603
2019-04-21,161603
2019-04-22,161603
2019-04-23,161603
2019-04-24,161603
2019-04-25,161603
2019-04-26,161603
2019-04-27,161603
2019-04-28,161603
2019-04-29,161603
2019-04-30,161603
2019-05-01,161603
2019-05-02,161603
2019-05-03,161603
2019-05-04,161603
2019-05-05,161603
2019-05-06,161603
2019-05-07,161603
2019-05-08,161603
2019-05-09,161603
2019-05-10,161603
2019-05-11,161603
2019-05-12,161603
2019-05-13,161603
2019-05-14,161603
2019-05-15,161603
2019-05-16,161603
2019-05-17,161603
2019-05-18,161603
2019-05-19,161603
2019-05-20,161603
2019-05-21,161603
2019-05-22,161603
2019-05-23,161603
2019-05-24,161603
2019-05-25,161603
2019-05-26,161604
2019-05-27,161604
2019-05-28,161604
2019-05-29,161604
2019-05-30,161604
2019-05-31,161604
2019-06-01,161604
2019-06-02,161604
2019-06-03,161604
2019-06-04,161604
2019-06-05,161604
2019-06-06,161604
2019-06-07,161604
2019-06-08,161604
2019-06-09,161604
2019-06-10,161604
2019-06-11,161604
2019-06-12,161604
2019-06-13,161604
2019-06-14,161604
2019-06-15,161604
2019-06-16,161604
2019-06-17,161604
2019-06-18,161604
2019-06-19,161604
2019-06-20,161604
2019-06-21,161604
